name	city	code	host	address
Veterans Jiu-Jitsu	Austin	TX	veteransjiujitsu.com	500 VFW Rd
TMAC Tipton Martial Arts Club	Azle	TX	tonytiptontraining.wixsite.com	1169 Southeast Pkwy
Insight BJJ	Bastrop	TX	insightbjj.com	201 Hunters Crossing Blvd #1
Insight BJJ Bastrop – Team Renzo Gracie	Bastrop	TX	insightbjj.com	696 Hwy 71 W, Suite 3A, Bastrop, TX 78602
Elite MMA Baytown	Baytown	TX	elite-mma.com	6934 Garth Rd
10th Planet Jiu Jitsu Beaumont	Beaumont	TX	10thplanetbeaumontjiujitsumma.com	5925 Caswell Rd
TPC Brazilian Jiu-Jitsu & MMA	Beaumont	TX	tpcjiujitsu.com	6376 Phelan Blvd
Carlos Machado Jiu-Jitsu Mid Cities	Bedford	TX	carlosmachadojiujitsumidcities.com	2843 Central Dr
DFW Personal Training and Self Defense	Bedford	TX	dfwkickboxing.com	1820 Reliance Pkwy #100
Ironside Martial Arts	Bedford	TX	ironsidemartialarts.com	1805 Airport Fwy
MACBJJ (Marcos Cerqueira BJJ/Brazil-021 Houston)	Bellaire	TX	brazil021houston.com	5410 Bellaire Blvd Ste 210
Pablo Silva Brazilian Jiu Jitsu HQ	Bellaire	TX	pablosilvabjj.com	5233 Bellaire Blvd
Grapplers Lair	Belton	TX	grapplerslair.com	1402 Waco Rd
Virtue Brazilian Jiu Jitsu	Belton	TX	virtuebjjtx.com	12017 FM 2305
Warlord MMA	Big Spring	TX		602 S Main St #4524
GB Boerne	Boerne	TX	graciebarra.com	30875 'A' IH-1o West Suite B
Grind House Training Facility	Boerne	TX	grindhousetraining.com	645 S School St Suite 301
Gracie Barra Brownsville	Brownsville	TX	gbbrownsville.com	3230 Pablo Kisel Blvd #104
Gracie Barra Buda	Buda	TX	gbbuda.com	2610 Main Street
Gustavo Machdo Brazilian Jiu-Jitsu - Texas (GMBJJTX)	Bulverde	TX	gmbjjtx.com	721 Bulverde Rd; Suite 101
Inochi Mixed Martial Arts Academy - Paul Haben	Bulverde	TX	inochimma.com	4800 US-281
GB Burleson	Burleson	TX	gbburleson.com	201-C Northeast Wilshire Boulevard
10th Planet North Dallas	Carrollton	TX	10thplanetjjdallas.com	1602 S Interstate 35E, Suite 105
Carlos Machado Jiu-Jitsu	Carrollton	TX	member-site.net	2201 Midway Rd #312
Gameness Sports	Carrollton	TX	gameness.com	1545 Capital Dr #103
Gracie Barra Carrollton	Carrollton	TX	gbcarrollton.com	2812 TRINITY SQUARE DR Ste 106
Hicks MMA	Carrollton	TX	hicksmma.com	1400 W Hebron Pkwy
Star Jiu Jitsu	Carrollton	TX	starbjj.com	3030 N Josey Ln #133
Trainers Elite	Carrollton	TX	trainerselite.net	2659 Belt Line Rd
GB Cedar Hill	Cedar Hill	TX	gbcedarhill.com	329 North Highway 67
Magness Brazilian Jiu-Jitsu Martial Arts Academy	Cedar Hill	TX	magnessbjj.com	621 Jealouse Way #101
GKX Martial Arts	Cedar Park	TX	gkxtreme.com	700 N Vista Ridge Blvd #102
Gracie Barra Cedar Park	Cedar Park	TX	gbcedarpark.com	500 Cypress Creek Road #120
Nunan's Martial Arts	Cedar Park	TX	nunansmartialarts.com	2100 Cypress Creek Road #500
The Mat Martial Arts & Fitness	Cedar Park	TX	themataustin.com	12617 Ridgeline Blvd
Brazos Valley Mixed Martial Arts	College Station	TX	bvmma.com	1500 Harvey Road; Suite 2002
GB College Station	College Station	TX	gbcollegestation.com	1702 George Bush Drive East
JJ Machado DFW	Colleyville	TX	jjmachadodfw.com	6100 Colleyville Blvd Suite #100
Ares BRAZILIAN JIU-JITSU	Conroe	TX	aresbjj.com	1510 E Dallas St
Carlson Gracie Houston	Conroe	TX	carlsongracieteamhouston.com	1647 N Frazier Rd st 5
Endure Cross- Training	Conroe	TX	facebook.com	1647 N. Frazier suite 5 Conroe Tx 77301
EnergyFIT Mixed Martial Arts & Fitness	Conroe	TX	energyfitacademy.com	2330 Farm to Market Rd 1488 #700
Gracie Humaita Conroe	Conroe	TX	gymconroe.com	2064 N Farm to Market 3083 Rd W C
Infinitum Jiu Jitsu Academy - PSBJJ Lake Conroe	Conroe	TX	infinitumjiujitsuconroe.com	2064 N Farm to Market 3083 Rd W C
Absolute Self Defense Academy	Copperas Cove	TX	absolute-self-defense-academy-school.business.site	2308 E. US 190
Jiu Jitsu Tech Mix martial arts and fitness	Corinth	TX	jiujitsutechofcorinth.com	7650 I-35 E South suite 134
Risen Jiu-Jitsu and Fitness	Corinth	TX	risenbjj.com	1402 N Corinth St Suite 109
Full Contact Fight Academy	Corpus Christi	TX	fullcontactfightacademy.com	6330 Saratoga Blvd
Gracie Allegiance Jiu Jitsu/ APrx Fitness	Corpus Christi	TX	gracieallegiancetexas.zenplanner.com	Country Village Shopping Center Behind Andy's Kitchen 5822 S Staples St
Gracie Barra Brazilian Jiu Jitsu	Corpus Christi	TX	graciebarracorpuschristi.com	6102 Ayers St #108
Hardstyle KBJJ	Corpus Christi	TX	hardstylekettlebell.com	5702 S Staples St
Lumampao Martial Arts	Corpus Christi	TX	lumampaomartialarts.com	6901 S Padre Island Dr #107
Presa Brazillian Jiu-Jitsu	Corpus Christi	TX	presabjj.com	6313 Wooldridge Rd #8
Renzo Gracie	Corpus Christi	TX	renzogracietx.com	6314 Yorktown Blvd
South texas fight academy	Corpus Christi	TX		3237 S Padre Island Dr
Xtreme MMA	Corpus Christi	TX	xtrememmabjj.com	5801 Patton Suite106
GB Cypress	Cypress	TX	gb-cypress.com	15103 Mason Road
Team Tooke Mixed Martial Arts Cypress	Cypress	TX	teamtooke-cypress.com	16718 House Hahl Rd Ste L
144 Academy Jiu Jitsu/Self-Defense/Fitness	Dallas	TX		1925 E Levee St
5 Elements Studio- Jiu-Jitsu & Fitness	Dallas	TX	5elementsstudio.com	2613 N Carroll Ave
Dallas Jiu-Jitsu	Dallas	TX	dallasjiujitsu.com	10310 Plano Rd. # E
GracieOne Academy	Dallas	TX	gracieone.com	11661 Preston Rd
Peak Performance Decatur Brazilian Jiu-Jitsu	Decatur	TX	peakdecatur.com	3882 US-287 #5
Atos Jiu-Jitsu Houston	Deer Park	TX	atoshoustonbjj.com	2826 Center St
CEV Athletics	Deer Park	TX	cevathletics.com	106 E San Augustine St
Virtues Jiu-Jitsu Self Defense	Deer Park	TX	virtuesjiu-jitsu.com	4922 Luella Ave
Texas Elite MMA	Denton	TX	teamgibson.net	5800 N I-35 E Ste 401
Furia Training Center MMA & BJJ	Dickinson	TX	furiatrainingcenter.com	1314 Farm To Market Road 646 E Ste 19
JJ Machado Austin Jiujitsu	Dripping Springs	TX	jjmachadoaustin.com	4955 Bell Springs Rd
Brazilian Jiu Jitsu and Sambo - Koulikov Grappling Academy	Edinburg	TX	sambofusion.com	2001 W Trenton Rd Suite 104-105
SOTX BJJ (South Texas Brazilian Jiu Jitsu)	Edinburg	TX	sotxbjj.com	2030 @ Universiry Dr
10th Planet El Paso	El Paso	TX	10thplanetelpaso.com	1491 N Lee Treviño Dr Ste. J
Bushido MMA and BJJ Academy	El Paso	TX	bushidommateam.com	11501 Rojas Dr B
El Paso Jiujitsu / Jiu-Jitsu El Paso TX 79936	El Paso	TX	elpjiujitsu.com	11385 JAMES WATT B-7 EL PASO, TX 79936
GB East El Paso	El Paso	TX	graciebarra.com	12025 Rojas DriveSuite H
GB El Paso	El Paso	TX	graciebarra.com	125 Graphite DriveSuite H
Roots Jiu Jitsu Club	El Paso	TX	roots-jiujitsuclub.com	1568 Joe Battle BLVD 102
Warriors Lair MMA	El Paso	TX		8500 Dyer Street, Suite 20
FXMMA - Brazilian Jiu-Jitsu - Wrestling - Boxing	Euless	TX	fxmma.com	1430 Westpark Way Suite C
Sloth BJJ	Euless	TX	slothbjjtx.com	501 N Main St #121
North Texas Mixed Martial Arts	Flower Mound	TX	ntmma.com	6050 Long Prairie Rd;Suite 800D
WolfPack MMA Forney	Forney	TX	mindbodyonline.com	107 N Profit Row
Fitness Fight Factory Haslet	Fort Worth	TX	fitnessfightfactoryhaslet.com	12515 N Saginaw Blvd Suite 103
Frequency BJJ & Fitness	Fort Worth	TX	frequencyjiujitsu.com	2603 8th Ave B
Marcos Santos Academy	Fort Worth	TX	fwbjj.com	2537 Weisenberger St
Powerhouse MMA Academy	Fort Worth	TX		3001 Shamrock Ave
Silverback Brazilian Jiu Jitsu	Fort Worth	TX	silverbackbjjfw.com	5769 Westcreek Dr
TX Black Belt Academy Ft Worth	Fort Worth	TX	txbba-fortworth.com	6136 Bryant Irvin Rd
War Room MMA, Kickboxing, and Fitness	Fort Worth	TX	war-room-mma-kickboxing-and-fitness.business.site	5501 Thelin St
Zombie Krew Jiu Jitsu	Fort Worth	TX	instagram.com	2720 Western Center Blvd Suite #300
PRESS Forward MMA & Fitness	Friendswood	TX	pressforwardmma.com	17130 Townes Rd Ste B
Campuzano Martial Arts	Frisco	TX	campuzanomartialarts.com	2626 Stonebrook Pkwy Suite 600
CJJF West Frisco	Frisco	TX	cjjftx.com	207 King Rd #204
Neutral Grounds	Frisco	TX	bjjtexas.com	207 King Rd Suite 205
Rockstar Martial Arts and Fitness	Frisco	TX	rockstarmartialarts.com	5444 FM423 #500
GB Fulshear	Fulshear	TX	graciebarra.com	7609 Tiki Drive
Becerra Judo & Jiu-Jitsu Club / Jiu-Jitsu Garland TX 75041	Garland	TX	becerrajudo.com	3035 S Shiloh Rd #175, Garland, TX 75041
Texas Gladiators Academy	Garland	TX	texasgladiators.org	2206 S Jupiter Rd
10th Planet Georgetown	Georgetown	TX	10pgtx.com	1523 Northwest Blvd
Georgetown Brazilian Jiu Jitsu	Georgetown	TX	jiujitsugeorgetown.com	2522 Shell Rd
John's Gym Georgetown Jiu Jitsu and MMA	Georgetown	TX	johnsgymgeorgetown.com	3301 Shell Rd #402
360 BJJ	Grand Prairie	TX	360bjj.com	830 Mayfield Rd Suite 120
Mohler MMA – Brazilian Jiu Jitsu & Boxing	Grapevine	TX	mohlermma.com	201 N. Starnes Street
Rogue Jiu Jitsu Studio	Grapevine	TX	roguebjj.com	3549 Grapevine Mills Pwkay; Suite 107
Chop Shop MMA	Greenville	TX	chopshopmma.com	2801 Lee St.
Flux MMA	Haltom City	TX	fluxmma.com	5405 Stanley Keller Rd
Twin Wolves MMA	Harker Heights	TX	twmma.com	217 Cox Dr
Harlingen Jiu-Jitsu Club	Harlingen	TX	harlingenjjc.com	211 W. Jefferson St.; Suite 4
Helio Soneca/ 8ight Limbs Academy	Harlingen	TX	the8ightlimbsacademy.com	109 South Expressway 77
Gann BJJ Fight & Fitness	Haslet	TX	teamgann.com	12512 Willow Springs Rd Suite 112
Double Five Jiu Jitsu	Highland Village	TX	doublefiveonline.com	1800 Justin Rd; #1800A
Gracie Jiu-Jitsu Highland Village	Highland Village	TX		2225 Highland Village Rd
Honor Martial Arts - Houston Brazilian Jiu-Jitsu, Judo, Karate and Yoga.	Hockley	TX	honormartialarts.com	18919 Hopfe Rd
Active Jiu Jitsu	Houston	TX	activejiujitsu.com	11020 Katy Fwy
Cantu’s Texas Brazilian Jiu Jitsu Self Defense Academy	Houston	TX	cantuselfdefense.com	8674 Hwy 6
Dark Gift Combat	Houston	TX	darkgiftcombat.com	7540 Harwin
Elite MMA	Houston	TX	elite-mma.com	11380 Westheimer Rd
Elite MMA - Greenway Plaza	Houston	TX	elite-mma.com	3311 Richmond Ave Ste 101
Gracie Jiu Jitsu Houston	Houston	TX	graciejiujitsuwesthouston.com	1322 S Dairy Ashford Memorial Indoor Sports Academy
Ravlin Brazilian Jiu-Jitsu & Muay Thai-Kickboxing	Houston	TX	ravlinmartialarts.com	10371 Stella Link Rd Second Floor
Revolution Dojo Cypress	Houston	TX	revolutiondojo.com	15460 FM 529 Rd
Rilion Gracie Jiu Jitsu Energy Corridor	Houston	TX	riliongraciewesthouston.com	1396 Eldridge Pkwy B
Texas Barbell Syndicate	Houston	TX	texasbarbellsyndicate.com	14503 Bammel N Houston Rd Ste 350
Abstract Jiu-Jitsu Club	Humble	TX	abstractjiujitsu.com	22704 Lp 494 Ste M
Denizen Brazilian Jiu-Jitsu	Humble	TX	facebook.com	8057 Farm to Market 1960 Rd E
Elite Mixed Martial Arts - Atascocita	Humble	TX	elite-mma.com	5360 FM 1960 suite b
Henderson's Martial Arts	Humble	TX	hendersonsma.com	17655 W Lake Houston Pkwy
McCall Mixed Martial Arts	Humble	TX	mccallmixedmartialarts.com	6730 Atascocita Road Ste 109
Solis Martial Arts Academy	Humble	TX	solismartialarts.com	1903 Treble Drive; Suite A
Collins Martial Arts	Hurst	TX	collinsmartialarts.com	540 West Pipeline Rd
Caio Terra Academy - Irving	Irving	TX	bjjirving.com	
George's MMA & Boxing Gym	Irving	TX	dallasmmaboxing.com	612 Valley Ranch Pkwy S
MA BJJ Academy	Irving	TX	mabjjacademy.com	2108-200 Hurd Dr
Reyes Jiu-Jitsu	Irving	TX	reyesjiujitsu.com	5443 N MacArthur Blvd
Blitz Martial Arts	Jarrell	TX	blitzmatx.com	200 County Rd 306 Suite 2201
Gracie Barra Katy	Katy	TX	graciebarrakaty.com	21734 Provincial Blvd Bldg 200-240
Katy Brazilian Jiu Jitsu Revolution Team	Katy	TX	katybjj.com	20140 Morton Rd Ste 105C
Renzo Gracie Katy	Katy	TX	renzograciekaty.com	25757 Westheimer Pkwy; Suite 172
Rilion Gracie Katy	Katy	TX	riliongraciekaty.com	962 S Fry Rd
The Fight Lab	Katy	TX	thefightlabtx.com	20820 Park Row Dr Ste B
All American MMA and BJJ	Keller	TX	allamericanmma.com	102 Keller Hicks Rd #127
Strike And Submit Martial Arts And Fitness	Killeen	TX		1602 W Stan Schlueter Loop
Terra Leon Brazilian Jiu Jitsu	Killeen	TX		3905 E Veterans Memorial Blvd
Kingwood MMA	Kingwood	TX	kingwoodmixedmartialarts.com	2855 West Lake Houston Pkwy Suite 107
ACS Mixed Martial Arts	La Marque	TX	acsmmatx.com	13001 Delany Rd
Applied Sports MMA Family Fitness Gym	Lakeway	TX		15527 Debba Dr
Gracie Barra – Lakeway	Lakeway	TX	gblakeway.com	1607 Ranch Road 620 N; suite 700
Alpha Omega BJJ / jiu jitsu Laredo TX 78041	Laredo	TX	alphaomegabjj.wordpress.com	8510 Las Crucas Avenue, Laredo, TX 78045
Cadejo Brazilian Jiu Jitsu Academy	Laredo	TX	cadejobjj.com	708 Chaparral St
Sangue Novo Brazilian Jiu-Jitsu Academy	Laredo	TX		216 N Zapata Hwy #11
Cornerstone Jiu Jitsu	Leander	TX	cornerstonejiujitsuacademy.com	1309 Leander Dr Suite 602
Silva BJJ Lewisville TX (Aloisio Silva BJJ Associated Academy)	Lewisville	TX	silvaacademy.com	2488 Meadowglen Dr #201
John's Gym Liberty Hill Jiu Jitsu	Liberty Hill	TX	johnsgymlibertyhill.com	101 Jonathan Dr #5
Pure Jiu-Jitsu Longview	Longview	TX	pjlvtx.com	414 W Loop 281
Team 515 Mixed Martial Arts	Longview	TX	team515.com	320 E Tyler St
BASE Brazilian Jiu Jitsu / BJJ Lubbock TX 79414	Lubbock	TX	yourbasebjj.com	5064 50th Suite A, Lubbock, Texas, 79414
Different Breed MMA	Lubbock	TX	facebook.com	3424 I 27 Frontage Road
Victory Combat Sports Academy	Lubbock	TX	victorycombatsportsacademy.com	3520 Woodrow Rd Suite 103
West Texas Jiu Jitsu Academy	Lubbock	TX	wtxjja.com	4116 34th St
Cobra Brazilian Jiu Jitsu Mansfield	Mansfield	TX	cobrabjjmansfield.com	7941 Rodeo Trl #720
Gracie Barra Jiu Jitsu Mansfield	Mansfield	TX	gbmansfield.com	780 W Debbie Ln #300
Stoic Brazilian Jiu Jitsu	Mansfield	TX	stoicjj.com	1910 Lone Star Rd Suite A
Enzo Jiu Jitsu / BJJ McAllen TX 78501	McAllen	TX	enzojiujitsu.com	
GB McAllen	McAllen	TX	graciebarra.com	1701 Dove Ave Suite F&G
Modern Jiu-Jitsu Self Defense	McAllen	TX	mdrnjj.com	5305 N 23rd St
UFC GYM McAllen	McAllen	TX	ufcgym.com	3300 N McColl Rd
Combat Base TX / Shebaro Jiu Jitsu / We Defy HQ	McKinney	TX	shebarojiujitsu.com	320 Industrial Blvd Suite 206
GB McKinney	McKinney	TX		7901 Eldorado Parkway
Tbt Gym-Total Body Training	McKinney	TX	tbtgym.com	1434 N Central Expy UNIT 122
KO Empire Fight Academy / BJJ Mesquite TX 75149	Mesquite	TX	koempirefa.com	
Sfs MMA	Mesquite	TX	sfsmma.com	1220 N Town E Blvd #320
Premier Martial Arts-Mission	Mission	TX	missiontxmartialarts.com	2518 E Griffin Pkwy
Rilion Gracie Academy Missouri City	Missouri City	TX	riliongraciemissouricity.com	3340 FM 1092 Rd #120 ste 120
Golden Triangle Jiu-jitsu Academy	Nederland	TX	goldentrianglejiujitsu.com	605 N Twin City Hwy
Gracie Jiu-Jitsu New Braunfels	New Braunfels	TX		4306 FM482
NBTC Brazilian Jiu Jitsu (New Braunfels Training Center)	New Braunfels	TX	nbtcbjj.com	1389 Industrial Drive Suite A
SBG New Braunfels Brazilian Jiu Jitsu	New Braunfels	TX	sbgnewbraunfels.com	167A IH 35 S South
Unconventional Performance & Training	New Braunfels	TX	rodrigopinheirobjj.com	1117 N Walnut Ave
Peak Performance Brazilian Jiu-Jitsu	North Richland Hills	TX	peakbjj.com	6455 Hilltop Rd; Suite 105
The MATS Academy	North Richland Hills	TX	themats.academy	8701 N. Tarrant Parkway Suite 100B
RuFFhouse MMA & Fitness	Odessa	TX	m.facebook.com	518 N Grant Ave
Warriors Legacy MMA	Paris	TX	warriorslegacymma.com	1005 South Collegiate Drive
GB Pearland	Pearland	TX	gbpearland.com	3229 E. Broadway
Gracie Jiu-Jitsu Pearland	Pearland	TX		4141 Bailey Rd
Grappling Zone Pearland	Pearland	TX	grapplingzonepearland.com	2849 Miller Ranch Rd Ste 505
UFC GYM Pearland	Pearland	TX	ufcgym.com	8201 W Broadway St Ste 181
Sahuque Brazilian Jiu-jitsu	Pecos	TX		1118 Eddy St
Eclectic Combat Systems	Pflugerville	TX	ecsmma.com	1202 FM 685; Suites C1 & C2
Team Rabadi Brazilian Jiu Jitsu & Muay Thai	Pflugerville	TX	rrbjj.com	4674 Priem Ln #300
Cobra Brazilian Jiu-Jitsu	Plano	TX	cobrabjj.com	1441 Coit Rd G
Mcsweeney Martial Arts and Performance Center	Plano	TX	mcsweeneymma.com	2901 W 15th St Ste B
Progresso Jiu Jitsu	Plano	TX	progressojiujitsu.com	3000 Custer Rd #220
Royal Art BJJ	Plano	TX	bjjroyal.com	3198 W Parker Rd Ste 3166
Underground Jiu Jitsu	Plano	TX	underground-bjj.com	1406 Capital Ave #104
10th Planet Jiu Jitsu New Caney Texas	Porter	TX	10thplanetnewcaney.com	23464 FM 1314 RD Monstros Gym
Aguilera Martial Arts Prosper TX	Prosper	TX	aguilerabjj.com	711 Industry Way Suite 50
CJJF Academy - North Texas	Prosper	TX	cjjfntx.com	2111 E. University Dr. Ste 60
Spartan Fit MMA	Rhome	TX		6225 TX-114
COR Brazilian Jiu Jitsu	Richardson	TX	corbjj.com	711 W Arapaho Rd
Corvo Martial Arts	Richardson	TX	corvomartialarts.com	810 west Arapaho suite 94
Gracie Gym Richardson / Brazilian Jiu-Jitsu	Richardson	TX	graciegymrichardson.com	819 W Arapaho Rd Suite 18
AON Jiu Jitsu	Richmond	TX	aonjiujitsu.com	9825 Mason Rd Ste 160
Markle Brazilian Jiu-Jitsu	Richmond	TX	marklebjj.com	602 Crabb River Road
Renzo Gracie The Grove	Richmond	TX	renzograciethegrove.com	7850 W Grand Pkwy S Ste 100
316 BJJ - Rockwall Jiu Jitsu Self Defense Martial Arts	Rockwall	TX	316bjj.com	1407 S Goliad St
CAYA Martial Arts	Rockwall	TX	cayamartialarts.com	811 E Yellow Jacket Ln Suite 130
Wolfpack Mixed Martial Arts	Rockwall	TX	mindbodyonline.com	179 County Line Rd
Strong Style MMA	Rosenberg	TX	strongstylemma.com	3902 Farm to Market Rd 723 Suite A
GB Round Rock	Round Rock	TX	gbroundrock.com	105 East Old Settlers BoulevardSuite 108
True JiuJitsu Academy	Round Rock	TX	truejiujitsu.com	#1300B 2111 Sam Bass Rd
Gracie Jiu-Jitsu Salado	Salado	TX		227 N. Main Street
Angelo Mixed Martial Arts and fitness	San Angelo	TX	facebook.com	1602 N Chadbourne St
Seeds 13 Jiujitsu Academy	San Angelo	TX	seeds13bjj.com	105 Westland Ave
10th Planet San Antonio Huebner Oaks	San Antonio	TX	10psanantonio.com	11255 Huebner Rd Ste 106
American Kickboxing Academy Texas	San Antonio	TX	akatexas.com	8318 Jones Maltsberger Rd
Caveman HQ Combat Sports Club	San Antonio	TX	apps.apple.com	11503 Jones-Maltsberger Rd.; STE 1160
GB Alamo Ranch	San Antonio	TX		10919 Culebra RoadSuite 187
Gracie Jiu-Jitsu North-East San Antonio	San Antonio	TX	graciejiujitsusanantonio.com	4141 Naco Perrin Blvd.
Gracie Jiu-Jitsu North-West San Antonio	San Antonio	TX	gracienorthwestsanantonio.com	3511 Colony Drive
JBSA BJJ Open Mat	San Antonio	TX		1395 Chaffee Rd
Marra Senki Brazilian Jiu-Jitsu	San Antonio	TX	marrajj.com	15201 San Pedro Ave
Martial Arts Academy Of San Antonio	San Antonio	TX	martialartssa.com	2334 Jackson Keller
RDA Fitness & MMA	San Antonio	TX	rda-fitness-mma.business.site	15122 Potranco Rd; Suite 102
Semper Fortis	San Antonio	TX	brazil021sanantonio.com	5723 North Foster Road
Victory Martial Arts Leon Springs	San Antonio	TX	victoryma.com	24165 IH 10 W #113
Benavides Mixed Martial Arts	San Benito	TX	benavidesmma.com	Located at 173 Abigail Lane
Garcia Brazilian Jiu-Jitsu	San Benito	TX		780 US-77 BUS
South Texas Grappling Team	San Benito	TX	southtexasgrappling.com	2400 Highway 77 Building Y
Cross Collar Jiu Jitsu - An Ed Ramos Affiliate	Seabrook	TX	edramosclearlake.com	2114 Seabrook Cir
Ed Ramos Clear Lake	Seabrook	TX	edramosclearlake.com	1002 N Meyer Ave Ste A
Gracie Jiu-Jitsu Seguin	Seguin	TX		110 West Court Street
Gracie Barra – Southlake	Southlake	TX	gbsouthlake.com	480 W Southlake Blvd
Lucky Jiu-Jitsu and Fitness Club	Southlake	TX	luckybjj.com	1607 Hart St. #100
Sampson Jiu Jitsu Academy	Southlake	TX	sampsonjiujitsuacademy.com	280 Commerce St Suite 175
Lake Travis Jiu-Jitsu Club	Spicewood	TX	ltjjc.com	21300 State Hwy 71
Finesse BJJ	Spring	TX	finessebjj.com	17711 Kuykendahl Rd ste A
Gracie Barra – The Woodlands	Spring	TX	mmathewoodlands.com	606 Suite A Rayford Rd.
Ground Dwellers BJJ	Spring	TX	grounddwellers.com	9222 Louetta Rd
Hero Martial Arts Academy	Spring	TX	heromaa.com	6411 Fm 2920
Katana Jiu-Jitsu Academy	Spring	TX	katanajiu-jitsuacademy.com	2400 Fm 2920
Maozinha Brazilian Jiu Jitsu	Spring	TX	teammaozinha.com	27359 W Hardy Rd Ste 210
Torres Brazilian Jiu Jitsu	Spring	TX	torresjiujitsu.com	4750 Farm to Market 2920 Ste 401
GB Spring Branch	Spring Branch	TX		19750 Texas 46Unit 110
Spartan Fit MMA - Springtown TX	Springtown	TX		630 W J E Woody Rd
TX 3rd Coast MMA	Stafford	TX	tx3rdcoastmma.com	11925 SW Fwy Ste 3A
Makhuwabjj Brazilian JiuJitsu	Stephenville	TX	makhuwabjj.com	2900 W Washington St #21-B
GB Fort Bend	Sugar Land	TX	gbfortbend.com	350 Promenade Way# 700
LX Jiu-Jitsu & Self Defense	Sugar Land	TX	lxbjj.com	3322 Hwy 6 Ste B
Renzo Gracie Houston	Sugar Land	TX	graciebarrasugarland.com	3527 Hwy 6 Ste 240
Sugarland MMA	Sugar Land	TX	sugarlandmixedmartialarts.com	5022 Highway 90a Ste B
Ion Jiu Jitsu	Sulphur Springs	TX	ionjiujitsuandfitness.com	500 N Jackson Street
Legends Brazilian Jiu Jitsu	Temple	TX	legendsbjj.com	12 S 4th St
Storm MMA & Fitness	Temple	TX	stormmmaandfitness.com	4305 S 31st St
Carlos Machado Jiu-Jitsu: The Colony	The Colony	TX	calendly.com	5201 S Colony Blvd #575
Maven Jiu-Jitsu Academy	The Woodlands	TX	mavenbjj.com	538 Sawdust Rd
Defenders Martial Arts Academy	Tomball	TX	defendersmaa.com	24922 Tomball Parkway Ste 112
Global Martial Arts	Tomball	TX	teamglobalmma.com	11715 Spring Cypress Rd Ste B
McCoy's Brazilian Jiu Jitsu & MMA - Tomball	Tomball	TX	mccoysmma.com	419 E Hufsmith Rd
WAR Training Center	Tomball	TX	wartrainingcenter.com	18107 N Eldridge Pkwy Ste 320;340
Ethos Jiu Jitsu and Martial Arts	Tyler	TX	ethosjiujitsutyler.com	4703 DC Drive Ste 105
Gracie Barra Tyler Brazilian Jiu-Jitsu & Self Defense	Tyler	TX	gbtyler.com	6371 Elkton Trail
Satori MMA	Victoria	TX	satorimma.com	2523 N Laurent St
Martial arts of Waco	Waco	TX	martialartswaco.com	504B Lake Air Dr
Ralph Gracie Jiu-Jitsu Waco Texas	Waco	TX	ralphgracietexas.com	1109 Richland Dr
Select Jiu Jitsu Academy	Waco	TX	selectjiujitsu.com	3116 Franklin Ave
Fitness Fight Factory	Watauga	TX	fitnessfightfactory.com	6801 Rufe Snow Dr STE 300
Gracie Jiu-Jitsu Weatherford	Weatherford	TX		1011 Upper Denton Rd Building 12
Red River BJJ	Wichita Falls	TX	redriverbjj.com	2526 Missile Rd Suite 1
Fighteria Academy	Wimberley	TX	fighteriatx.com	10330 Ranch Rd 12
VA Academy Jiu Jitsu	Wylie	TX	vabjj.com	709 Business Way
Gracie Jiu-Jitsu Altamonte Springs	Altamonte Springs	FL	graciejjcfl.com	249 W State Rd 436 Suite 1085
6 Levels Apopka Jiu-Jitsu	Apopka	FL	6levelsapopka.com	111 S Bradshaw Rd
Marcus Aurelio Jiu Jitsu Academy	Aventura	FL	maximusmartialarts.com	2626 NE 188th St
10th Planet Boca Raton	Boca Raton	FL	10thplanetboca.com	170 Yamato Rd
GB Boca Raton	Boca Raton	FL	braziliantopteamflorida.com	450 NE 20th St #109-110
Gracie Barra Brazilian Jiu-Jitsu Boca Raton	Boca Raton	FL	gbbocaraton.com	1141 S Rogers Cir Suite 1
Gracie Jiu-Jitsu Boca Raton	Boca Raton	FL		11401 B West Palmetto Park Road
Kimura Brazilian Jiu-Jitsu Boca Raton	Boca Raton	FL	kimurabjj.com	23269 FL-7 #117
R2F Boxing & MMA Fitness Studio	Boca Raton	FL		1050 NW 1st Ave #1
Renzo Gracie Jiu Jitsu Academy of Boca Raton	Boca Raton	FL	renzograciejiujitsubocaraton.com	9045 La Fontana Blvd #116
GB Boynton Beach	Boynton Beach	FL	sbgboyntonbeach.com	7410 Boynton Beach Boulevard
Champion Mma of Bradenton	Bradenton	FL		1980 1st St
Olivera Jiu Jitsu And Fitness Academy	Bradenton	FL	oliverabjj.com	501 Village Green Pkwy
Fabio Novaes Brazilian Jiu-Jitsu	Brandon	FL	fabionovaesbjj.com	529 W Brandon Blvd
Black Tie Brazilian Jiu Jitsu	Cape Coral	FL	blacktiebrazilianjiu-jitsu.com	Nicholas Pkwy NW
Black Trunk Martial Arts	Cape Coral	FL	blacktrunk.net	4814 Cape Coral St.
Brazilian Jiu Jitsu Academy Cape Coral	Cape Coral	FL		1423 SE 10th Street Units 2&3
Cali Style MMA	Cape Coral	FL	calistylemma.com	1404 Del Prado Blvd S
Mata Leao BJJ/MMA Academy	Casselberry	FL		873 FL-436
Gracie Barra Clearwater	Clearwater	FL	gbclearwater.com	1490 N Belcher Rd. Suite I
