region	name	city	stored_w	override_w	why_blank	src
WA	Cap City BJJ	Lacey			stored w is empty string	snippets/tjjm-gyms-data-34.liquid
WA	Ground Game BJJ & Universal Martial Arts	Lakewood			stored w is empty string	snippets/tjjm-gyms-data-34.liquid
WA	Gracie Barra Bothell	Mill Creek			stored w is empty string	snippets/tjjm-gyms-data-34.liquid
WA	Kalahi Martial Arts Academy	Mount Vernon			stored w is empty string	snippets/tjjm-gyms-data-34.liquid
WA	Mutual Combat Sports and Fitness	Mountlake Terrace			stored w is empty string	snippets/tjjm-gyms-data-34.liquid
WA	Gracie Jiu-Jitsu Mukilteo	Mukilteo			stored w is empty string	snippets/tjjm-gyms-data-34.liquid
WA	Wakizashi BJJ	Oak Harbor			stored w is empty string	snippets/tjjm-gyms-data-34.liquid
WA	Hammerhead Mixed Martial Arts Gym of Team Carlson Gracie	Olympia			stored w is empty string	snippets/tjjm-gyms-data-34.liquid
WA	Harai Judo & Brazilian Jiu Jitsu Dojo	Rainier			stored w is empty string	snippets/tjjm-gyms-data-34.liquid
WA	Elite Brazilian Jiu-Jitsu of Redmond	Redmond			stored w is empty string	snippets/tjjm-gyms-data-34.liquid
WA	Monkey Bar Gym Eastside	Redmond			stored w is empty string	snippets/tjjm-gyms-data-34.liquid
WA	Shoreline MMA	Seattle			stored w is empty string	snippets/tjjm-gyms-data-34.liquid
WA	Virtuous Grappling	Silverdale			stored w is empty string	snippets/tjjm-gyms-data-34.liquid
WA	Bulwark Jiu Jitsu	Snohomish			stored w is empty string	snippets/tjjm-gyms-data-34.liquid
WA	Team Mean MMA Snohomish	Snohomish			stored w is empty string	snippets/tjjm-gyms-data-34.liquid
WA	True North Martial Arts	Tacoma			stored w is empty string	snippets/tjjm-gyms-data-34.liquid
WA	Lone Wolf Jiu Jitsu Academy	Washougal			stored w is empty string	snippets/tjjm-gyms-data-34.liquid
WI	Metrics Martial Arts	Appleton			stored w is empty string	snippets/tjjm-gyms-data-33.liquid
WI	Theory Jiu-Jitsu Studio	Appleton			stored w is empty string	snippets/tjjm-gyms-data-33.liquid
WI	Filipe Barbosa Brazilian Jiu-Jitsu	Baraboo	bjjwisconsin.com		override blanks it	snippets/tjjm-gyms-data-33.liquid
WI	Veneration BJJ	Delavan			stored w is empty string	snippets/tjjm-gyms-data-33.liquid
WI	Valkyrie BJJ	Dousman			stored w is empty string	snippets/tjjm-gyms-data-33.liquid
WI	Combat Sports Academy - Eau Claire	Eau Claire			stored w is empty string	snippets/tjjm-gyms-data-33.liquid
WI	Fond du Lac Jiu-Jitsu Club	Fond du Lac			stored w is empty string	snippets/tjjm-gyms-data-33.liquid
WI	Fearless Mixed Martial Arts Academy	Janesville			stored w is empty string	snippets/tjjm-gyms-data-33.liquid
WI	Devine Jiu-Jitsu Lake Geneva	Lake Geneva			stored w is empty string	snippets/tjjm-gyms-data-33.liquid
WI	Pura Vida Menomonee Falls	Menomonee Falls			stored w is empty string	snippets/tjjm-gyms-data-33.liquid
WI	Elevation Jiu-Jitsu	Milwaukee	elevationjiujitsu.com		override blanks it	snippets/tjjm-gyms-data-33.liquid
WI	Zero To 100 Fitness & MMA	Milwaukee			stored w is empty string	snippets/tjjm-gyms-data-33.liquid
WI	Ivy Jiu-Jitsu Academy	Platteville			stored w is empty string	snippets/tjjm-gyms-data-33.liquid
WI	Next Level Martial Arts	Portage			stored w is empty string	snippets/tjjm-gyms-data-33.liquid
WI	Seamless Progression Academy	Saukville	seamlessprogressionacademy.com		override blanks it	snippets/tjjm-gyms-data-33.liquid
WI	Premier Mixed Martial Arts	Schofield			stored w is empty string	snippets/tjjm-gyms-data-33.liquid
WI	Badgerland Jiu-Jitsu	Sun Prairie			stored w is empty string	snippets/tjjm-gyms-data-33.liquid
WI	Sweeps Brazilian Jiu-Jitsu	Wautoma			stored w is empty string	snippets/tjjm-gyms-data-33.liquid
WV	Oak Hill Brazilian Jiu-Jitsu	Oak Hill			no w key	snippets/tjjm-gyms-data-42.liquid
